Reference sharing: a new collaboration model for cooperative coevolution,mathematics,artificial intelligence,machine learning
A mapping study on design-time quality attributes and metrics,computer science,data mining,systems engineering
Extraction of Features in EEG,computer science,artificial intelligence,computer vision
Towards Optimal Distributed Node Scheduling in a Multihop Wireless Network through Local Voting,NA,NA,NA
A continuous-time direct RF-to-digital ΔΣ receiver,NA,NA,NA
Rebound Attacks on the Reduced Grøstl Hash Function,NA,NA,NA
Performance comparison of IEEE 802.11p and ARIB STD-T109,NA,NA,NA
Performance Evaluation of an Intel Haswell-and Ivy Bridge-Based Supercomputer Using Scientific and Engineering Applications,computer science,computer architecture,parallel computing
Bandwidth optimization of CMOS two-stage operational amplifiers under power consumption and area constraints,engineering,operations management,electronic engineering
Approximate Capacity of a Class of Partially Connected Interference Channels,mathematics,mathematical optimization,discrete mathematics
Liar’s Domination in 2D,NA,NA,NA
A heuristic sensitivity analysis technique for high-dimensional systems,engineering,data science,management science
Design and Research for Advanced Human Augmentation in the Industrial Work Context.,engineering,manufacturing engineering,NA
Understanding systematic and collaborative code changes by mining evolutionary trajectory patterns,engineering,data mining,control system
Exploiting Locality in Sparse Matrix-Matrix Multiplication on Many-Core Architectures,computer science,distributed computing,parallel computing
Single Image Action Recognition using Semantic Body Part Actions,computer science,artificial intelligence,pattern recognition
An Efficient Soft Shadow Mapping for Area Lights in Various Shapes and Colors,NA,NA,NA
On tope graphs of complexes of oriented matroids,NA,NA,NA
Public-Key Cryptosystems from the Worst-Case Shortest Vector Problem.,mathematics,discrete mathematics,combinatorics
Improvement of the Initialization of ICA Time-Frequency Algorithms for Speech Separation,NA,NA,NA
A Comparative Analysis of Network-Based Similarity Measures for Scientific Paper Recommendations,political science,data mining,data science
"Enhancing learning performance, attention, and meditation using a speech-to-text recognition application: evidence from multiple data sources",psychology,cognitive psychology,academic achievement
"Business Process Models Clustering Based on Multimodal Search, K-means, and Cumulative and No-Continuous N-Grams",computer science,artificial intelligence,data mining
Low complexity 60-GHz receiver architecture for simultaneous phase and amplitude regenerative sampling systems,engineering,electronic engineering,modulation
"Community detection, link prediction, and layer interdependence in multilayer networks",physics,artificial intelligence,data mining
Fruit Harvesting Robotics,engineering,artificial intelligence,computer engineering
Comparison of a Planar Thin-Film Thermal AC Voltage Standard up to 1 MHz,engineering,electrical engineering,electronic engineering
Active Vibration Control System for Tall Structures.,NA,NA,NA
"Retractability, games and orchestrators for session contracts",computer science,distributed computing,formalism
Bilinear dynamics for crowd video analysis,mathematics,artificial intelligence,pattern recognition
Factorizing Complex Discrete Data “with Finesse”,mathematics,artificial intelligence,data mining
Invited Article Foreword,computer science,discrete mathematics,combinatorics
Utilizing video encoding for power management over wireless networks,computer science,computer network,wireless network
Massive graph processing on nanocomputers,computer science,artificial intelligence,distributed computing
A multiscale approach and a hybrid FE–BE algorithm for heterogeneous scattering of Maxwell’s equations ☆,NA,NA,NA
Formalizing Structured Control Flow Graphs.,computer science,distributed computing,theoretical computer science
Web 2.0 and Academic Libraries: A Survey Investigating Uptake Among University Students.,NA,NA,NA
"Mark Levene, An Introduction to Search Engines and Web Navigation, Addison Wesley Publisher (2006) ISBN 0321306775 392p.",computer science,information retrieval,search engine
Survivable and Bandwidth-Guaranteed Embedding of Virtual Clusters in Cloud Data Centers (Extended Version),computer science,distributed computing,real time computing
Design of adaptive PID controllers based on adaptive Smith predictor for ultra-local model control,mathematics,control theory,control engineering
Single Assignment C (SAC) High Productivity Meets High Performance.,computer science,distributed computing,programming language
"Energy-efficient analog sensing for large-scale, high-density persistent wireless monitoring",computer science,computer network,wireless sensor network
A Software-Defined Security Strategy for Supporting Autonomic Security Enforcement in Distributed Cloud,computer science,distributed computing,real time computing
